idx,Wilcoxon_stat,p_value,mean_direction,median_k_clean
1,37950.0,2.675146026033679e-05,0.047400145707959904,0.7209223492941164
2,19170.0,2.140420246068783e-12,0.0747032224578196,0.0638176536889022
3,13244.0,0.999772607898815,-0.0013638730533377583,0.00049656159741685
4,4863.0,0.22476953103909225,0.005625889434980879,0.7176892381198363
5,15963.0,0.000715306865603759,0.0028363453595510618,0.00059974296303055
6,71524.0,6.343546113890809e-29,0.23026455183991437,0.26556461111849605
