run_id,model,dataset,n_useless,n_obs,idx,test_frac,r_squared,nise,ise,noise,mse_test,r2_test,var_f,time,param_min_sample_split,param_min_sample_leaf,param_max_depth,param_bic_factor,param_min_samples_split,param_min_samples_leaf,param_ccp_alpha,param_min_data,param_thresh,param_penalty,param_minspan_alpha,param_max_terms,param_max_degree,param_endspan
227,PILOT,dataset_6_useless_0_noise_0.0_n_500,0,500,6,0.2,0.9792150014246404,166073.86294249934,16543.40171766103,0.0,0.010126785226618097,0.8983404761320588,0.09961472217569203,6.657685799989849,2.0,5.0,6.0,1.1,,,,,,,,,,
227,LightGBMLinear,dataset_6_useless_0_noise_0.0_n_500,0,500,6,0.2,0.978804716858363,37675.32877892777,3753.0174091907443,0.0,0.0022973510468563287,0.9769376353546974,0.09961472217569203,2.9800365999981295,,,3.0,,,,,30.0,,,,,,
227,MARS,dataset_6_useless_0_noise_0.0_n_500,0,500,6,0.2,0.9893579843219413,51851.84530024953,5165.2071638813195,0.0,0.003161800970097622,0.9682597019693424,0.09961472217569203,12.008172500005458,,,,,,,,,,3.0,0.0,100.0,2.0,20.0
228,PILOT_Base,dataset_1_useless_0_noise_0.0_n_500,0,500,1,0.2,1.0,1.1376091605818494e-05,0.005380957853037113,0.0,3.736776286831328e-05,0.9999999209993639,473.005847657286,5.8341000999789685,40.0,20.0,15.0,1.0,,,,,,,,,,
228,CART,dataset_1_useless_0_noise_0.0_n_500,0,500,1,0.2,0.9991451461713206,0.8407663474338499,397.6873988496684,0.0,2.7617180475671415,0.9941613448094871,473.005847657286,0.12713259999873117,,,9.0,,2.0,1.0,0.01,,,,,,,
228,PILOT,dataset_1_useless_0_noise_0.0_n_500,0,500,1,0.2,1.0,1.1376091605818494e-05,0.005380957853037113,0.0,3.736776286831328e-05,0.9999999209993639,473.005847657286,7.822534500010079,20.0,20.0,9.0,1.0,,,,,,,,,,
228,LightGBMLinear,dataset_1_useless_0_noise_0.0_n_500,0,500,1,0.2,0.9999428815507215,0.020104866186515226,9.50971927258894,0.0,0.06603971717075653,0.9998603828737047,473.005847657286,3.3279847000085283,,,3.0,,,,,30.0,,,,,,
228,MARS,dataset_1_useless_0_noise_0.0_n_500,0,500,1,0.2,0.999997109854915,0.000494486876224742,0.23389518404408752,0.0,0.0016242721114172745,0.9999965660633595,473.005847657286,0.2664607999904547,,,,,,,,,0.01,3.0,0.0,,1.0,20.0
228,PILOT_Base,dataset_2_useless_0_noise_0.0_n_500,0,500,2,0.2,0.9999111368715516,0.23824766406181133,258.513145179543,0.0,1.7952301748579376,0.9983455023329041,1085.0605658508114,2.1867167000018526,2.0,1.0,18.0,1.0,,,,,,,,,,
228,CART,dataset_2_useless_0_noise_0.0_n_500,0,500,2,0.2,0.9893982673102868,4.5404481143253514,4926.661200146115,0.0,34.21292500101469,0.9684691103171851,1085.0605658508114,0.135901500005275,,,15.0,,10.0,1.0,0.0,,,,,,,
228,PILOT,dataset_2_useless_0_noise_0.0_n_500,0,500,2,0.2,0.9996116227052183,0.3387931179164492,367.61105223278304,0.0,2.5528545293943266,0.9976472700144691,1085.0605658508114,2.4770167999959085,2.0,5.0,12.0,0.1,,,,,,,,,,
228,LightGBMLinear,dataset_2_useless_0_noise_0.0_n_500,0,500,2,0.2,0.9992118104112473,0.34693834561634807,376.449117609819,0.0,2.6142299834015206,0.9975907059332199,1085.0605658508114,3.0016850999963935,,,12.0,,,,,30.0,,,,,,
228,MARS,dataset_2_useless_0_noise_0.0_n_500,0,500,2,0.2,0.9998436265763303,0.025580733783649234,27.756645474165403,0.0,0.19275448245948196,0.9998223560153914,1085.0605658508114,2.127530300000217,,,,,,,,,0.001,2.0,0.0,100.0,2.0,10.0
228,PILOT_Base,dataset_3_useless_0_noise_0.0_n_500,0,500,3,0.2,0.03195567098084351,141.56770479941613,763499.4674219547,0.0,5302.079634874685,0.016890938892943574,5393.175431527541,0.794630300020799,10.0,20.0,18.0,1.0,,,,,,,,,,
228,CART,dataset_3_useless_0_noise_0.0_n_500,0,500,3,0.2,0.9991082606968282,2.346773893640637,12656.56330653291,0.0,87.89280073981188,0.98370295907194,5393.175431527541,0.13592659999267198,,,9.0,,2.0,1.0,0.01,,,,,,,
228,PILOT,dataset_3_useless_0_noise_0.0_n_500,0,500,3,0.2,0.9567298236926849,6.744125866028369,36372.2539277936,0.0,252.5850967207889,0.9531657925970252,5393.175431527541,3.1229316999961156,10.0,20.0,12.0,0.001,,,,,,,,,,
228,LightGBMLinear,dataset_3_useless_0_noise_0.0_n_500,0,500,3,0.2,0.9999505735635942,0.1364143443641252,735.7064905325375,0.0,5.109072850920399,0.999052678164138,5393.175431527541,2.7944126999937,,,15.0,,,,,10.0,,,,,,
